The usage of ZAI and ZHENGZAI in the periods during the Yuan Dynasty and the Ming Dynasty ,,,
Verbs,Time,ZAI,ZHENGZAI
张着口,the Qing Dynasty,0,1
招呼众喽兵归降,the Qing Dynasty,0,1
招集败残军士逃命,the Qing Dynasty,0,1
招架不住,the Qing Dynasty,0,2
招架厮杀,the Qing Dynasty,0,1
找您去,the Qing Dynasty,0,1
找胜官保,the Qing Dynasty,0,1
找她,the Qing Dynasty,0,1
找寻,the Qing Dynasty,0,1
照着自己一弹打来,the Qing Dynasty,0,1
遮拦隔架,the Qing Dynasty,0,1
着慌,the Qing Dynasty,0,3
着急,the Qing Dynasty,0,55
着急叫喊,the Qing Dynasty,0,1
着急听候内信,the Qing Dynasty,0,1
着忙,the Qing Dynasty,0,5
着恼,the Qing Dynasty,0,2
争斗,the Qing Dynasty,0,1
争功,the Qing Dynasty,0,1
争论,the Qing Dynasty,0,4
挣扎不脱,the Qing Dynasty,0,1
整饬文风,the Qing Dynasty,0,1
整顿学务,the Qing Dynasty,0,1
支持,the Qing Dynasty,0,3
支持不住,the Qing Dynasty,0,1
支饰,the Qing Dynasty,0,1
指拨宫人炮制牡丹,the Qing Dynasty,0,1
指挥狐群狗党,the Qing Dynasty,0,1
指挥她们弄茶弄水，煮饭做菜,the Qing Dynasty,0,1
指挥下人收拾一切畜类遗骸,the Qing Dynasty,0,1
指挥诸将,the Qing Dynasty,0,1
指手划脚,the Qing Dynasty,0,1
指着铺设,the Qing Dynasty,0,1
指指点点,the Qing Dynasty,0,1
嘱付,the Qing Dynasty,0,1
专心尽力一拳一脚想将胡惠乾打死以泄机房中人之辱,the Qing Dynasty,0,1
专心学道,the Qing Dynasty,0,1
转回来,the Qing Dynasty,0,1
转念,the Qing Dynasty,0,1
追赶,the Qing Dynasty,0,2
追擒那盗取首级的奸细,the Qing Dynasty,0,1
追去,the Qing Dynasty,0,1
追杀各打手,the Qing Dynasty,0,1
追思,the Qing Dynasty,0,1
追思前事,the Qing Dynasty,0,1
捉你不着,the Qing Dynasty,0,1
自解自叹,the Qing Dynasty,0,1
自思,the Qing Dynasty,0,1
自叹,the Qing Dynasty,0,2
自言白语埋怨,the Qing Dynasty,0,1
自言自语,the Qing Dynasty,0,2
自怨时衰,the Qing Dynasty,0,1
自怨自艾,the Qing Dynasty,0,2
自斟自饮,the Qing Dynasty,0,1
走,the Qing Dynasty,0,2
走得头昏,the Qing Dynasty,0,1
走过无数的号舍,the Qing Dynasty,0,2
走投无路,the Qing Dynasty,0,1
走着,the Qing Dynasty,0,2
遵奉御旨,the Qing Dynasty,0,1
左近窥探,the Qing Dynasty,0,1
左思有想,the Qing Dynasty,0,1
左思右想,the Qing Dynasty,0,1
左右为难,the Qing Dynasty,0,2
作法,the Qing Dynasty,0,3
作急,the Qing Dynasty,0,1
作难,the Qing Dynasty,0,2
作针线,the Qing Dynasty,0,1
做菜,the Qing Dynasty,0,1
做法事,the Qing Dynasty,0,1
做着七盏灯的《烈女传》,the Qing Dynasty,0,1
搬运柴草,the Qing Dynasty,0,1
试花,the Qing Dynasty,0,1
根究奸党,the Qing Dynasty,0,1
战守,the Qing Dynasty,0,1
作画,the Qing Dynasty,0,1
打铁,the Qing Dynasty,0,1
疑庄疑释、虚诞无实之淫辞,the Qing Dynasty,0,1
舞蹈,the Qing Dynasty,0,1
寻觅,the Qing Dynasty,0,1
提倡清流,the Qing Dynasty,0,1
饬查问,the Qing Dynasty,0,1
乏食,the Qing Dynasty,0,1
束装,the Qing Dynasty,0,1
兴修,the Qing Dynasty,0,1
施威,the Qing Dynasty,0,1
梳妆,the Qing Dynasty,0,1
兴作,the Qing Dynasty,0,1
博证远引,the Qing Dynasty,0,1
料理遣发,the Qing Dynasty,0,1
料理船只,the Qing Dynasty,0,1
盛溢,the Qing Dynasty,0,1
疏孙家渡以杀河势,the Qing Dynasty,0,1
辨贼,the Qing Dynasty,0,1
兴筑,the Qing Dynasty,0,1
确估工料兴修,the Qing Dynasty,0,1
动工挑穵,the Qing Dynasty,0,1
挑穵,the Qing Dynasty,0,2
修工,the Qing Dynasty,0,1
兴工,the Qing Dynasty,0,1
修筑,the Qing Dynasty,0,1
堵築未完,the Qing Dynasty,0,1
上紧挑穵,the Qing Dynasty,0,1
上紧挑穵使深,the Qing Dynasty,0,1
铺砌未完,the Qing Dynasty,0,1
踌蹰,the Qing Dynasty,0,2
巡历,the Qing Dynasty,0,1
逐捕,the Qing Dynasty,0,1
安戢释疑,the Qing Dynasty,0,1
传疑,the Qing Dynasty,0,1
分布营垒,the Qing Dynasty,0,2
需人,the Qing Dynasty,0,1
計議圍蘭取鞏,the Qing Dynasty,0,1
用兵,the Qing Dynasty,0,2
确察得实,the Qing Dynasty,0,1
涤场,the Qing Dynasty,0,1
徬徨,the Qing Dynasty,0,1
究擬,the Qing Dynasty,0,1
議復,the Qing Dynasty,0,1
催比,the Qing Dynasty,0,1
搜缉,the Qing Dynasty,0,1
严察挐究,the Qing Dynasty,0,1
料理宣泄,the Qing Dynasty,0,1
乞言,the Qing Dynasty,0,1
企遲,the Qing Dynasty,0,1
读左传,the Qing Dynasty,0,1
